t13-1	41.785916666666665	27.129277777777776	244.0
t2-4	41.29413888888889	27.467555555555553	57.0
cc10	41.142472222222224	27.599138888888888	89.0
ec1	41.34663888888889	27.831527777777776	111.0
t1-2	41.261916666666664	27.548111111111112	83.0
t8-1	41.060138888888886	27.338777777777775	111.0
ec8	41.195166666666665	27.476888888888887	67.0
t14-1	41.276666666666664	27.019333333333332	100.0
t12-1	41.79186111111111	27.277194444444444	233.0
m7	41.352000000000004	27.35163888888889	48.0
m1	41.090138888888895	27.469055555555553	118.0
t12-3	41.683166666666665	27.198083333333333	166.0
m18	41.040416666666665	26.355944444444447	12.0
cc8	41.171388888888885	27.79488888888889	120.0
cc11	41.163666666666664	27.49325	87.0
cc7	41.18147222222222	27.813305555555555	136.0
cc6	41.20744444444445	27.86411111111111	150.0
t3-1	41.34280555555556	27.456888888888887	57.0
cc2	41.293416666666666	27.944222222222223	154.0
t10	41.35047222222222	27.10927777777778	41.0
cc3	41.23858333333333	27.869722222222222	130.0
t11-5	41.340944444444446	27.082305555555557	39.0
cc4	41.20252777777778	27.82125	119.0
t8-2	41.35241666666667	27.160305555555553	22.0
ec5	41.22958333333334	27.64325	83.0
t9	41.36775	27.14011111111111	42.0
ec6	41.26419444444444	27.639055555555554	107.0
t4	41.357527777777776	27.387416666666667	41.0
ec7	41.216750000000005	27.526333333333334	76.0
t6	41.34030555555556	27.26763888888889	44.0
t1-1	41.27711111111111	27.582555555555555	101.0
t5-2	41.35172222222222	27.31986111111111	44.0
t2-2	41.29263888888889	27.503444444444444	55.0
t7-2	41.36988888888889	27.176000000000002	42.0
t5-1	41.42869444444444	27.367305555555557	62.0
t12-2	41.078138888888894	27.076527777777777	31.0
t11-4	41.255916666666664	27.117361111111112	44.0
t12-5	41.364694444444446	27.061805555555555	38.0
t11-2	40.921416666666666	26.925944444444447	129.0
t13-2	41.4065	26.928944444444447	37.0
cc9	41.176361111111106	27.76452777777778	115.0
t13-3	41.38247222222222	26.91186111111111	34.0
ec4	41.24219444444444	27.684361111111112	91.0
t13-4	41.34858333333334	26.886416666666666	22.0
cc1	41.27316666666667	27.96463888888889	142.0
t14-2	41.30858333333333	26.78977777777778	18.0
t2-1	41.341166666666666	27.695055555555555	85.0
t15	41.275194444444445	26.681833333333334	12.0
t3-2	41.33572222222222	27.47411111111111	69.0
t16	41.250638888888886	26.644944444444445	12.0
t12-4	41.45438888888889	27.04538888888889	63.0
t17	41.20663888888889	26.607944444444446	11.0
t7-1	41.41822222222222	27.219555555555555	53.0
t18	41.085861111111114	26.54727777777778	21.0
t2-3	41.305611111111105	27.52175	69.0
m2	41.19519444444444	27.46575	70.0
cc5	41.21186111111111	27.889083333333332	159.0
m3	41.203138888888894	27.47697222222222	68.0
ec3	41.25669444444444	27.735666666666667	106.0
m4	41.254444444444445	27.453083333333332	56.0
m17	41.129583333333336	26.480055555555555	19.0
m5	41.30519444444444	27.444777777777777	64.0
t11-3	41.091944444444444	27.086666666666666	69.0
m6	41.34863888888889	27.393194444444443	49.0
t11-1	40.94847222222222	26.931	102.0
m8	41.36344444444445	27.326777777777778	43.0
ec2	41.13002777777778	27.772972222222222	95.0
m9	41.34791666666667	27.287861111111113	45.0
m10	41.36130555555556	27.224749999999997	33.0
m11	41.353500000000004	27.080111111111112	46.0
m12	41.34236111111111	27.03888888888889	32.0
m13	41.336083333333335	26.922472222222222	28.0
m14	41.324333333333335	26.82922222222222	18.0
m15	41.28483333333333	26.698777777777778	24.0
m16	41.246833333333335	26.6185	18.0
