m18	13.671176921113066	-8.359996257835006	12.0
cc8	28.717768700535736	88.56581532416524	120.0
m1	19.383456727087815	66.61801852371579	118.0
t12-3	87.51276487107468	48.36560950509869	166.0
t12-1	100.0	53.69445224062116	233.0
m7	49.46706663262755	58.70895312938538	48.0
t14-1	40.81248404391092	36.32519412480112	100.0
cc11	27.830610160837196	68.24773131256431	87.0
t8-1	15.93694153689029	57.84264196837853	111.0
t2-4	42.8197600204238	66.51698007297203	57.0
ec1	48.85116160326804	91.0337730377022	111.0
t1-2	39.117947408731006	71.94311909439618	83.0
cc10	25.395711003319214	75.38029750210491	89.0
ec7	33.92902731682474	70.47619047619051	76.0
t13-1	99.317079397498	43.73093834783415	244.0
ec6	39.37962726576443	78.06904294134151	107.0
m16	37.38511616032705	9.325474787164445	18.0
m15	41.750702067909	14.732902984376482	24.0
ec5	35.40336992596435	78.35157638693975	83.0
m14	46.288613735001604	23.51950603424072	18.0
cc4	32.29512381924997	90.34147254186541	119.0
m13	47.63849885116185	29.80072972214425	28.0
ec8	31.449451110543738	67.14566376648878	67.0
m12	48.359714066887896	37.64243614931256	32.0
cc3	36.43732448302254	93.60651136682574	130.0
m11	49.63939239213739	40.41912246234453	46.0
cc2	42.73678835843755	98.62475442043228	154.0
m10	50.536124585142346	50.161848629431915	33.0
cc6	32.85996936430994	93.22855271774722	150.0
m9	48.997957620628505	54.41294789035469	45.0
cc7	29.876180750574118	89.8063429694078	136.0
m8	50.78184835333201	57.034334362428694	43.0
t1-1	40.863543528210464	74.26326129666008	101.0
m6	49.080929282614754	61.508092431471546	49.0
t2-2	42.64743426091396	68.9344185611376	55.0
m5	44.089864692366056	64.98269248760401	64.0
t5-1	58.278018892008625	59.76424361493136	62.0
m4	38.259509828950904	65.54214613153701	56.0
t11-4	38.428644370691664	42.9282439891478	44.0
m3	32.365330610161536	67.15127701375226	68.0
t11-2	0.0	30.034615024792018	129.0
m2	31.452642328312	66.39535971559548	70.0
cc9	29.288996681133046	86.52072223781468	115.0
t18	18.89200919070767	4.52801945925729	21.0
ec4	36.85218279295378	81.12077837028731	91.0
t17	32.76742404901727	8.614463467115806	11.0
cc1	40.41039060505518	100.0	142.0
t16	37.82231299463857	11.106745252128372	12.0
t2-1	48.22249170283384	81.84114510244176	85.0
t15	40.64334950217016	13.591542707456284	12.0
t3-2	47.597013020168724	66.95855552437081	69.0
t14-2	44.47919326014792	20.862568996164374	18.0
t12-4	61.229895328057744	38.08026943586877	63.0
t13-4	49.074546847077414	27.372064739451705	22.0
t7-1	57.07492979320885	49.81195621667133	53.0
t13-3	52.96783252489125	29.085976237253284	34.0
t2-3	44.137732958896514	70.16746187669574	69.0
t13-2	55.72823589481769	30.236691926279537	37.0
cc5	33.36737298953303	94.91065581438856	159.0
t12-5	50.9254531529234	39.18607914678639	38.0
ec3	38.517998468215254	84.5766676022079	106.0
t12-2	18.00485065100913	40.17775283001211	31.0
m17	23.914985958642262	0.0	19.0
t7-2	51.522210875670076	46.878098980260226	42.0
t11-3	19.590885882052614	40.86069791374307	69.0
t5-2	49.435154454940026	56.56843483955456	44.0
t11-1	3.108246106714378	30.375152025446795	102.0
t6	48.12356395200465	53.0507998877351	44.0
ec2	23.966045442940988	87.08953129385351	95.0
t4	50.10211896859827	61.11890728786605	41.0
t9	51.27648710748041	44.460660492094654	42.0
t8-2	49.514934899158014	45.82093741229284	22.0
t11-5	48.196961960684476	40.56693797361785	39.0
t10	49.29154965534864	42.38375900458435	41.0
t3-1	48.41077355118744	65.79848442323873	57.0
