6	23	78	89.0
24	50	67	54.0
2	19	46	50.0
25	52	52	34.75
26	54	38	35.5
1	13	3	12.0
3	19	61	111.0
27	59	52	53.0
7	27	89	116.5
28	59	66	62.0
8	31	71	73.6
29	61	43	63.0
9	34	94	139.5
30	86	50	166.0
10	35	17	13.666666666666666
31	99	49	244.0
11	37	83	93.33333333333333
0	2	36	115.5
32	100	60	233.0
4	21	9	20.0
12	39	44	72.0
13	40	80	107.0
14	40	97	148.0
15	41	66	59.0
5	22	70	118.0
16	41	73	77.0
17	42	17	12.0
18	43	24	21.0
19	46	82	85.0
20	47	32	22.666666666666668
21	48	91	111.0
22	49	60	44.8
23	50	44	39.2
