6	19	45	69.0
45	48	83	85.0
24	37	82	91.0
2	13	0	12.0
66	88	53	166.0
46	49	33	22.0
25	37	94	130.0
67	99	48	244.0
47	49	42	32.0
26	38	86	106.0
1	3	35	102.0
68	100	57	233.0
3	16	61	111.0
48	49	45	42.5
27	39	48	44.0
7	19	70	118.0
49	49	58	45.0
28	39	68	56.0
8	24	8	19.0
50	49	62	48.0
29	39	74	83.0
9	24	88	95.0
51	49	65	49.0
30	40	76	101.0
10	25	77	89.0
52	49	92	111.0
31	40	80	107.0
11	28	71	87.0
53	50	47	41.0
0	0	35	129.0
32	40	100	142.0
4	18	12	21.0
12	28	89	120.0
54	50	50	22.0
33	41	21	18.0
64	59	63	62.0
13	29	87	115.0
55	50	54	33.0
34	41	42	100.0
14	30	90	136.0
56	50	60	43.5
35	43	69	57.0
15	32	16	11.0
57	50	65	41.0
36	43	71	55.0
5	18	45	31.0
16	32	69	68.33333333333333
58	51	43	38.0
37	43	98	154.0
17	32	94	150.0
59	51	49	42.0
38	44	67	64.0
65	61	42	63.0
18	33	91	119.0
60	51	51	42.0
39	44	73	69.0
19	34	72	76.0
61	53	35	34.0
40	45	27	18.0
20	34	95	159.0
62	55	36	37.0
41	46	29	18.0
21	35	80	83.0
63	57	54	53.0
42	48	35	28.0
22	37	17	18.0
43	48	56	44.0
23	37	18	12.0
44	48	69	63.0
