47	48	56	44.0
68	57	53	53.0
3	16	61	111.0
48	48	68	57.0
49	48	69	69.0
71	87	52	166.0
9	24	88	95.0
30	39	74	83.0
72	100	48	244.0
31	39	80	107.0
13	29	90	120.0
34	41	76	101.0
14	30	91	136.0
35	41	100	142.0
15	31	69	70.0
39	43	99	154.0
19	33	94	150.0
45	48	42	32.0
61	50	64	41.0
62	51	44	38.0
22	35	80	83.0
23	37	16	18.0
65	52	51	42.0
24	37	83	91.0
25	37	94	130.0
