id;x;y;height;environment
4;41.293416666666666;27.944222222222223;148.0;rural
25;41.36775;27.14011111111111;35.333333333333336;rural
5;41.33572222222222;27.47411111111111;63.0;rural
26;41.216750000000005;27.526333333333334;76.0;rural
51;41.095505555555555;27.482030555555557;118.0;rural
6;41.26419444444444;27.639055555555554;107.0;rural
27;41.25669444444444;27.735666666666667;106.0;rural
30;41.043278888888885;26.355944444444447;12.0;rural
7;41.357527777777776;27.387416666666667;46.0;rural
28;41.29263888888889;27.503444444444444;60.333333333333336;rural
0;41.261916666666664;27.548111111111112;83.0;rural
56;41.18255;27.75550861111111;115.0;rural
8;41.22958333333334;27.64325;83.0;rural
45;41.35663888888889;27.160291666666666;35.333333333333336;rural
29;41.254444444444445;27.453083333333332;56.0;rural
1;41.060138888888886;27.338777777777775;111.0;rural
48;41.35663888888889;27.321161111111113;45.0;rural
9;41.41822222222222;27.219555555555555;53.0;rural
31;41.13032333333333;26.484640000000002;19.0;rural
10;41.24219444444444;27.684361111111112;91.0;rural
49;41.426274444444445;27.353335;62.0;rural
32;41.08680111111111;26.54898777777778;21.0;rural
11;41.27316666666667;27.96463888888889;148.0;rural
33;41.208663333333334;26.613335555555558;11.0;rural
12;41.18147222222222;27.813305555555555;125.0;rural
50;41.29570777777778;27.44985666666667;60.5;rural
47;41.79186111111111;27.28898722222222;233.0;rural
34;41.27829888888889;26.677683333333334;18.0;rural
13;41.23858333333333;27.869722222222222;130.0;rural
35;41.30441222222222;26.790291944444444;18.0;rural
14;41.13002777777778;27.772972222222222;95.0;rural
58;41.35663888888889;27.835943333333333;111.0;rural
36;41.32182111111111;26.838552777777778;18.0;rural
15;41.36988888888889;27.176000000000002;35.333333333333336;rural
43;41.252185555555556;27.112030833333336;44.0;rural
46;41.35663888888889;27.24072638888889;38.5;rural
57;41.19995888888889;27.803769444444445;127.5;rural
37;40.93447333333333;26.9189875;115.5;rural
16;41.246833333333335;26.6185;15.0;rural
38;41.34793444444444;26.91094402777778;25.0;rural
17;41.785916666666665;27.129277777777776;244.0;rural
52;41.16514111111111;27.4981175;87.0;rural
39;41.39580888888889;26.9189875;35.5;rural
18;41.364694444444446;27.061805555555555;42.0;rural
40;41.27829888888889;27.031596111111114;100.0;rural
19;41.27711111111111;27.582555555555555;101.0;rural
41;41.44368333333333;27.047683055555556;63.0;rural
20;41.19519444444444;27.46575;68.33333333333333;rural
42;41.08680111111111;27.079856944444444;50.0;rural
21;41.34236111111111;27.03888888888889;32.0;rural
22;41.34030555555556;27.26763888888889;44.5;rural
54;41.13902777777778;27.594639166666667;89.0;rural
55;41.34793444444444;27.691160833333335;85.0;rural
23;41.683166666666665;27.198083333333333;166.0;rural
2;41.34280555555556;27.456888888888887;63.0;rural
44;41.33923;27.09594388888889;42.0;rural
53;41.30441222222222;27.514204444444445;62.0;rural
24;41.20744444444445;27.86411111111111;154.5;rural
3;41.171388888888885;27.79488888888889;123.66666666666667;rural
