id=8	x=98	y=53	total_score=1.5071650744936456	avg_score=0.5023883581645485
id=6	x=27	y=42	total_score=3.319582969318293	avg_score=0.30178026993802665
id=2	x=6	y=10	total_score=1.40121152318852	avg_score=0.4670705077295067
id=9	x=81	y=62	total_score=0.4846357075954981	avg_score=0.4846357075954981
id=4	x=94	y=26	total_score=2.9788775616091154	avg_score=0.3309863957343462
id=10	x=23	y=63	total_score=0.27059591818770207	avg_score=0.27059591818770207
id=0	x=63	y=2	total_score=0.58	avg_score=0.58
id=1	x=27	y=5	total_score=0.8059228931954501	avg_score=0.40296144659772504
id=11	x=60	y=94	total_score=0.8385314778516821	avg_score=0.2795104926172274
id=3	x=43	y=23	total_score=0.5977504643583887	avg_score=0.29887523217919437
id=7	x=52	y=52	total_score=7.572236934024045	avg_score=0.37861184670120224
id=5	x=68	y=34	total_score=6.5863568215158645	avg_score=0.34665035902715075
