id=0	x=35	y=5	total_score=0.5739886367312346	avg_score=0.2869943183656173
id=8	x=79	y=43	total_score=1.9033125008483258	avg_score=0.3806625001696652
id=5	x=75	y=32	total_score=2.1035784586088027	avg_score=0.3005112083726861
id=6	x=89	y=35	total_score=3.071279880787813	avg_score=0.3412533200875348
id=13	x=57	y=55	total_score=2.6042798652936323	avg_score=0.32553498316170404
id=2	x=41	y=18	total_score=0.5743214343402312	avg_score=0.2871607171701156
id=9	x=65	y=44	total_score=3.251428999294042	avg_score=0.3612698888104491
id=14	x=38	y=57	total_score=0.839503525528542	avg_score=0.279834508509514
id=4	x=89	y=18	total_score=0.41	avg_score=0.41
id=10	x=46	y=45	total_score=2.645283735908984	avg_score=0.2939204151009982
id=15	x=51	y=93	total_score=0.57	avg_score=0.285
id=1	x=5	y=18	total_score=0.8324792667898662	avg_score=0.2774930889299554
id=11	x=33	y=46	total_score=1.2330930499277406	avg_score=0.30827326248193515
id=3	x=65	y=18	total_score=0.8738867170295376	avg_score=0.4369433585147688
id=16	x=63	y=99	total_score=0.35646783486676537	avg_score=0.35646783486676537
id=12	x=98	y=46	total_score=1.3258653427555345	avg_score=0.4419551142518448
id=7	x=17	y=37	total_score=1.601278673645906	avg_score=0.3202557347291812
