30	41.260889999999996	27.546378333333333	83.0
9	41.13032333333333	27.771595555555557	95.0
51	41.34793444444444	27.28898722222222	45.0
31	41.260889999999996	27.626813055555555	107.0
10	41.13902777777778	27.594639166666667	89.0
52	41.34793444444444	27.321161111111113	44.0
32	41.269594444444444	27.96463888888889	142.0
50	41.34793444444444	27.160291666666666	22.0
11	41.16514111111111	27.4981175	87.0
4	41.07809666666667	27.079856944444444	31.0
53	41.34793444444444	27.401595833333335	49.0
33	41.27829888888889	26.69377027777778	18.0
12	41.16514111111111	27.7876825	120.0
54	41.34793444444444	27.819856388888887	111.0
70	41.79186111111111	27.27290027777778	233.0
34	41.27829888888889	27.031596111111114	100.0
13	41.17384555555555	27.771595555555557	115.0
55	41.35663888888889	27.112030833333336	41.0
35	41.27829888888889	27.594639166666667	101.0
14	41.18255	27.803769444444445	136.0
56	41.35663888888889	27.224639444444446	33.0
36	41.28700333333333	27.46594361111111	57.0
15	41.191254444444446	27.482030555555557	67.0
5	41.08680111111111	26.54898777777778	21.0
57	41.35663888888889	27.353335	48.0
37	41.28700333333333	27.4981175	55.0
16	41.19995888888889	26.613335555555558	11.0
58	41.35663888888889	27.38550888888889	41.0
38	41.28700333333333	27.948551944444443	154.0
17	41.19995888888889	27.46594361111111	69.0
59	41.365343333333335	27.06377	38.0
39	41.30441222222222	26.790291944444444	18.0
18	41.208663333333334	27.819856388888887	119.0
60	41.365343333333335	27.17637861111111	42.0
0	40.921416666666666	26.9189875	129.0
40	41.30441222222222	27.44985666666667	64.0
19	41.208663333333334	27.85203027777778	150.0
61	41.365343333333335	27.321161111111113	43.0
41	41.30441222222222	27.514204444444445	69.0
20	41.217367777777774	27.514204444444445	76.0
62	41.374047777777776	27.144204722222224	42.0
42	41.32182111111111	26.822465833333336	18.0
21	41.217367777777774	27.884204166666667	159.0
63	41.38275222222222	26.902900555555558	34.0
43	41.33923	26.9189875	28.0
22	41.23477666666667	27.6429	83.0
64	41.40886555555556	26.9189875	37.0
44	41.33923	27.031596111111114	32.0
23	41.24348111111111	27.691160833333335	91.0
65	41.41757	27.224639444444446	53.0
6	41.08680111111111	27.09594388888889	69.0
45	41.33923	27.256813333333334	44.0
24	41.24348111111111	27.86811722222222	130.0
2	41.034574444444445	26.355944444444447	12.0
66	41.426274444444445	27.369421944444444	62.0
46	41.33923	27.46594361111111	63.0
25	41.252185555555556	26.613335555555558	18.0
67	41.46109222222222	27.047683055555556	63.0
47	41.33923	27.691160833333335	85.0
26	41.252185555555556	26.645509444444446	12.0
1	40.94753	26.935074444444446	102.0
68	41.67870333333333	27.2085525	166.0
3	41.06068777777778	27.337248055555555	111.0
48	41.34793444444444	26.886813611111112	22.0
27	41.252185555555556	27.44985666666667	56.0
49	41.34793444444444	27.079856944444444	42.5
69	41.79186111111111	27.128117777777778	244.0
7	41.095505555555555	27.46594361111111	118.0
28	41.252185555555556	27.739421666666665	106.0
8	41.13032333333333	26.468553055555557	19.0
29	41.260889999999996	27.112030833333336	44.0
