id=8	x=43	y=44	total_score=4.998804461602653	avg_score=0.35705746154304663
id=6	x=91	y=41	total_score=6.5669756225576785	avg_score=0.4377983748371786
id=2	x=13	y=13	total_score=0.7862600707817876	avg_score=0.3931300353908938
id=9	x=21	y=56	total_score=0.7380662031117817	avg_score=0.36903310155589086
id=4	x=91	y=15	total_score=0.41	avg_score=0.41
id=10	x=26	y=64	total_score=0.39755034648411486	avg_score=0.39755034648411486
id=0	x=3	y=4	total_score=0.4390051681171826	avg_score=0.4390051681171826
id=1	x=41	y=9	total_score=1.398527854609474	avg_score=0.3496319636523685
id=11	x=54	y=66	total_score=1.4026072322532634	avg_score=0.46753574408442117
id=3	x=71	y=15	total_score=2.173326380718415	avg_score=0.5433315951796037
id=12	x=50	y=91	total_score=0.8938419858589213	avg_score=0.2979473286196404
id=7	x=11	y=43	total_score=1.3997166277350825	avg_score=0.2799433255470165
id=5	x=65	y=41	total_score=7.662182803089474	avg_score=0.38310914015447367
