id;x;y;height;environment
46;41.34793444444444;26.886813611111112;22.0;urban
25;41.24348111111111;27.86811722222222;130.0;urban
67;41.67870333333333;27.192465555555557;166.0;urban
47;41.34793444444444;27.047683055555556;32.0;urban
26;41.252185555555556;26.613335555555558;18.0;urban
1;40.94753;26.935074444444446;102.0;urban
68;41.78315666666666;27.128117777777778;244.0;urban
3;41.06068777777778;27.337248055555555;111.0;urban
48;41.34793444444444;27.079856944444444;42.5;urban
27;41.252185555555556;27.112030833333336;44.0;urban
69;41.79186111111111;27.28898722222222;233.0;urban
0;40.921416666666666;26.935074444444446;129.0;urban
7;41.08680111111111;27.46594361111111;118.0;urban
49;41.34793444444444;27.112030833333336;41.0;urban
28;41.252185555555556;27.46594361111111;56.0;urban
8;41.13032333333333;26.484640000000002;19.0;urban
50;41.34793444444444;27.160291666666666;22.0;urban
29;41.252185555555556;27.739421666666665;106.0;urban
9;41.13032333333333;27.771595555555557;95.0;urban
51;41.34793444444444;27.28898722222222;45.0;urban
30;41.260889999999996;27.546378333333333;83.0;urban
10;41.13902777777778;27.610726111111113;89.0;urban
52;41.34793444444444;27.353335;48.0;urban
31;41.269594444444444;27.6429;107.0;urban
11;41.16514111111111;27.482030555555557;87.0;urban
53;41.34793444444444;27.401595833333335;49.0;urban
32;41.269594444444444;27.96463888888889;142.0;urban
4;41.07809666666667;27.079856944444444;31.0;urban
12;41.17384555555555;27.771595555555557;115.0;urban
54;41.34793444444444;27.691160833333335;85.0;urban
33;41.27829888888889;26.69377027777778;18.0;urban
13;41.17384555555555;27.803769444444445;120.0;urban
55;41.34793444444444;27.835943333333333;111.0;urban
34;41.27829888888889;27.031596111111114;100.0;urban
14;41.18255;27.819856388888887;136.0;urban
56;41.35663888888889;27.321161111111113;43.5;urban
35;41.27829888888889;27.594639166666667;101.0;urban
15;41.191254444444446;27.482030555555557;67.0;urban
57;41.35663888888889;27.38550888888889;41.0;urban
36;41.28700333333333;27.46594361111111;57.0;urban
5;41.08680111111111;26.54898777777778;21.0;urban
16;41.19995888888889;26.613335555555558;11.0;urban
58;41.365343333333335;27.06377;38.0;urban
37;41.28700333333333;27.948551944444443;154.0;urban
17;41.19995888888889;27.46594361111111;69.0;urban
59;41.365343333333335;27.128117777777778;42.0;urban
38;41.29570777777778;27.514204444444445;55.0;urban
18;41.19995888888889;27.819856388888887;119.0;urban
60;41.365343333333335;27.17637861111111;42.0;urban
39;41.30441222222222;26.790291944444444;18.0;urban
19;41.208663333333334;27.85203027777778;150.0;urban
61;41.365343333333335;27.224639444444446;33.0;urban
40;41.30441222222222;27.433769722222223;64.0;urban
20;41.217367777777774;27.514204444444445;76.0;urban
62;41.38275222222222;26.902900555555558;34.0;urban
41;41.30441222222222;27.53029138888889;69.0;urban
66;41.45238777777778;27.047683055555556;63.0;urban
21;41.217367777777774;27.884204166666667;159.0;urban
45;41.33923;27.46594361111111;63.0;urban
42;41.32182111111111;26.838552777777778;18.0;urban
63;41.40016111111111;26.935074444444446;37.0;urban
22;41.23477666666667;27.6429;83.0;urban
64;41.41757;27.224639444444446;53.0;urban
43;41.33052555555555;26.9189875;28.0;urban
23;41.24348111111111;26.645509444444446;12.0;urban
65;41.426274444444445;27.369421944444444;62.0;urban
44;41.33923;27.256813333333334;44.0;urban
24;41.24348111111111;27.691160833333335;91.0;urban
6;41.08680111111111;27.09594388888889;69.0;urban
2;41.034574444444445;26.355944444444447;12.0;urban
