id;x;y;height;environment
1;41.05198333333333;27.144204722222224;50.0;urban
3;41.10421;27.38550888888889;114.5;urban
0;40.95623444444444;26.87072666666667;115.5;urban
7;41.24348111111111;27.932465;147.0;urban
8;41.252185555555556;26.6294225;15.4;urban
9;41.269594444444444;27.6429;95.16666666666667;urban
10;41.29570777777778;27.46594361111111;61.0;urban
11;41.30441222222222;27.09594388888889;50.333333333333336;urban
4;41.11291444444444;26.565074722222224;20.0;urban
12;41.34793444444444;26.838552777777778;21.5;urban
13;41.365343333333335;27.75550861111111;98.0;urban
14;41.374047777777776;27.2085525;40.142857142857146;urban
15;41.38275222222222;27.38550888888889;47.833333333333336;urban
5;41.156436666666664;27.835943333333333;117.0;urban
16;41.39145666666666;26.822465833333336;34.0;urban
17;41.40886555555556;27.015509166666668;46.0;urban
18;41.68740777777778;27.192465555555557;166.0;urban
19;41.765747777777776;27.2085525;238.5;urban
6;41.16514111111111;27.514204444444445;76.16666666666667;urban
2;41.07809666666667;26.420292222222223;12.0;urban
