id;x;y;height;environment
25;41.44368333333333;27.321161111111113;62.0;urban
26;41.661294444444444;27.24072638888889;166.0;urban
1;41.043278888888885;26.388118333333335;12.0;urban
3;41.07809666666667;27.079856944444444;50.0;urban
27;41.765747777777776;27.079856944444444;244.0;urban
0;40.93012111111111;26.935074444444446;115.5;urban
7;41.147732222222224;27.739421666666665;105.0;urban
28;41.78315666666666;27.321161111111113;233.0;urban
8;41.18255;27.85203027777778;136.8;urban
9;41.22607222222222;27.46594361111111;67.4;urban
10;41.23477666666667;26.645509444444446;13.666666666666666;urban
11;41.24348111111111;27.691160833333335;96.75;urban
4;41.08680111111111;27.401595833333335;118.0;urban
12;41.252185555555556;27.06377;72.0;urban
13;41.260889999999996;27.916378055555555;142.0;urban
14;41.27829888888889;27.514204444444445;73.0;urban
15;41.28700333333333;26.742031111111114;18.0;urban
5;41.11291444444444;26.532900833333336;20.0;urban
16;41.30441222222222;26.886813611111112;23.0;urban
17;41.32182111111111;27.835943333333333;111.0;urban
18;41.33052555555555;27.305074166666667;44.8;urban
19;41.33052555555555;27.417682777777777;56.0;urban
20;41.33923;27.09594388888889;37.142857142857146;urban
21;41.374047777777776;26.935074444444446;31.0;urban
22;41.374047777777776;27.67507388888889;85.0;urban
23;41.38275222222222;27.2085525;42.666666666666664;urban
24;41.426274444444445;27.047683055555556;63.0;urban
6;41.147732222222224;27.546378333333333;88.0;urban
2;41.06939222222222;27.305074166666667;111.0;urban
