id;x;y;height;environment
6;41.147732222222224;27.739421666666665;110.0;rural
24;41.46979666666667;27.015509166666668;63.0;rural
2;41.06939222222222;27.128117777777778;50.0;rural
25;41.661294444444444;27.17637861111111;166.0;rural
26;41.74833888888889;27.144204722222224;244.0;rural
1;41.06068777777778;26.372031388888892;12.0;rural
3;41.07809666666667;27.401595833333335;114.5;rural
27;41.78315666666666;27.256813333333334;233.0;rural
7;41.18255;27.86811722222222;141.0;rural
8;41.217367777777774;27.46594361111111;67.4;rural
9;41.23477666666667;26.613335555555558;13.666666666666666;rural
10;41.24348111111111;27.691160833333335;96.75;rural
11;41.260889999999996;27.047683055555556;72.0;rural
0;40.93882555555555;26.886813611111112;115.5;rural
4;41.095505555555555;26.500726944444445;20.0;rural
12;41.269594444444444;27.900291111111112;142.0;rural
13;41.28700333333333;27.57855222222222;84.33333333333333;rural
14;41.30441222222222;26.725944166666668;18.0;rural
15;41.313116666666666;27.44985666666667;60.4;rural
5;41.13032333333333;27.53029138888889;88.0;rural
16;41.33923;27.06377;39.2;rural
17;41.33923;27.337248055555555;44.857142857142854;rural
18;41.34793444444444;26.886813611111112;25.5;rural
19;41.365343333333335;27.707247777777777;85.0;rural
20;41.374047777777776;27.835943333333333;111.0;rural
21;41.38275222222222;27.192465555555557;38.4;rural
22;41.40886555555556;26.967248333333334;37.0;rural
23;41.41757;27.337248055555555;62.0;rural
