id;x;y;height;environment
1;41.05198333333333;26.355944444444447;12.0;rural
3;41.08680111111111;27.112030833333336;50.0;rural
0;40.921416666666666;26.87072666666667;115.5;rural
7;41.24348111111111;26.661596388888892;15.4;rural
8;41.24348111111111;27.46594361111111;70.6;rural
9;41.252185555555556;27.658986944444443;97.6;rural
10;41.252185555555556;27.932465;146.25;rural
11;41.29570777777778;27.079856944444444;61.0;rural
4;41.11291444444444;26.51681388888889;20.0;rural
12;41.33052555555555;26.838552777777778;21.5;rural
13;41.33052555555555;27.44985666666667;57.625;rural
14;41.33923;27.771595555555557;98.0;rural
15;41.35663888888889;27.192465555555557;37.333333333333336;rural
5;41.156436666666664;27.53029138888889;81.0;rural
16;41.374047777777776;26.999422222222222;37.5;rural
17;41.39145666666666;27.305074166666667;45.0;rural
18;41.434978888888885;26.999422222222222;50.0;rural
19;41.434978888888885;27.28898722222222;57.5;rural
20;41.67870333333333;27.144204722222224;166.0;rural
21;41.79186111111111;27.2085525;238.5;rural
6;41.17384555555555;27.803769444444445;122.5;rural
2;41.06068777777778;27.417682777777777;114.5;rural
