id;x;y;height;environment
13;41.74833888888889;27.192465555555557;214.33333333333334;rural
8;41.27829888888889;27.015509166666668;58.666666666666664;rural
0;40.96493888888889;26.999422222222222;115.5;rural
6;41.24348111111111;27.86811722222222;141.42857142857142;rural
2;41.06939222222222;26.468553055555557;17.333333333333332;rural
9;41.30441222222222;27.739421666666665;100.0;rural
10;41.35663888888889;26.854639722222224;26.166666666666668;rural
5;41.24348111111111;27.514204444444445;70.2;rural
1;41.06068777777778;27.17637861111111;50.0;rural
11;41.365343333333335;27.38550888888889;51.45454545454545;rural
3;41.11291444444444;27.417682777777777;105.33333333333333;rural
4;41.16514111111111;27.67507388888889;100.4;rural
12;41.40016111111111;27.128117777777778;41.9;rural
7;41.252185555555556;26.661596388888892;15.4;rural
