8	24	89	95.0
50	86	53	166.0
29	43	27	18.0
0	0	34	129.0
9	25	78	89.0
51	99	47	244.0
30	43	68	60.5
10	27	72	87.0
52	99	58	233.0
31	44	72	62.0
11	30	89	123.66666666666667
32	47	30	18.0
12	32	90	119.0
33	47	57	44.0
48	58	62	62.0
13	32	93	150.0
34	48	34	25.0
4	19	11	21.0
14	33	15	11.0
35	48	44	35.5
15	33	69	68.33333333333333
36	48	68	63.0
5	19	46	50.0
16	33	73	76.0
37	48	84	85.0
17	34	80	83.0
38	48	93	111.0
49	60	42	63.0
18	35	95	144.5
39	49	48	41.0
19	37	17	15.0
40	49	63	46.0
20	37	69	56.0
41	50	45	42.0
21	37	82	91.0
42	50	59	44.0
22	38	48	44.0
43	51	50	35.333333333333336
23	40	75	92.0
44	51	55	33.0
24	40	79	107.0
6	19	68	118.0
45	54	35	34.0
2	15	0	12.0
25	40	85	106.0
46	56	37	37.0
26	41	42	100.0
47	58	55	53.0
1	4	36	102.0
27	42	21	18.0
3	16	61	111.0
28	42	100	148.0
7	24	8	19.0
